,Title,published_date,Views,Likes,Comments,Month
832,MUMMY NE KARDIYA MERA ROAST !!!,2020-04-02,667117,69156,667117,Apr
833,THIS IS HOW THE TEST IS DONE !!,2020-04-01,1433070,94150,1433070,Apr
834,HAMMER TEST | WILL MY HELMET BREAK ?,2020-03-31,677164,84734,677164,Mar
835,GETTING MYSELF CHECKED FOR ...,2020-03-30,591215,58096,591215,Mar
836,DO I HAVE THE BEST TWO ?,2020-03-29,755543,82014,755543,Mar
837,TIKTOK VS YOUTUBE | THE START,2020-03-28,710002,67137,710002,Mar
838,ARE YOU STILL TAKING IT LIGHTLY ?,2020-03-27,609805,61751,609805,Mar
839,Charity Fun live with MN,2020-03-26,660806,51145,660806,Mar
840,21 DAYS GHAR MAI KYA KARNA HAI ?,2020-03-25,781011,70206,781011,Mar
841,DONT GO OUT WARNAA !!,2020-03-24,760909,71433,760909,Mar
842,TAKING A BREAK !!,2020-03-21,858121,70583,858121,Mar
843,AT HOME QUARANTINED,2020-03-20,805472,64614,805472,Mar
844,ISKO BOLTEY HAI TIMING !!!,2020-03-18,940455,71758,940455,Mar
845,OUR REACTION WAS A MEME !!!,2020-03-17,666509,52463,666509,Mar
846,SPENT ALL MY MONEY FOR THIS !!!,2020-03-15,822890,59340,822890,Mar
847,TENSION KI KOI BAAT NAHI !!!,2020-03-14,681224,64579,681224,Mar
848,WE MADE A WRONG CHOICE TO GO OUT !!,2020-03-13,693656,56658,693656,Mar
849,WE MISSED OUR TRAIN AND THIS HAPPENED !!,2020-03-12,718856,70712,718856,Mar
850,LONDON KE WEATHER NE DIYA DHOKA !!!,2020-03-10,843562,64621,843562,Mar
851,DATE WITH LAMBORGHINI,2020-03-09,1045564,81468,1045564,Mar
852,LONDON MAI KIYA BOHAT BADA JUGAAD...,2020-03-08,1014747,69732,1014747,Mar
853,OUR TRAGIC JOURNEY TO LONDON,2020-03-07,1113770,81279,1113770,Mar
854,BE VERY CAREFUL !!!,2020-03-06,732757,61226,732757,Mar
855,MADE HIM PROUD !!,2020-03-05,819542,70609,819542,Mar
856,ELECTRONIC FAILURE HOGAYA BECH SADAK !!!,2020-03-03,957587,72053,957587,Mar
857,TOOK THE BMW TO KOLHAPUR JUST LIKE THAT,2020-03-02,1264295,94056,1264295,Mar
858,MOM GIFTED ME A BRAND NEW BMW GSA 1250,2020-02-29,3174333,207909,3174333,Feb
859,WE CROSSED 3 MILLION !!!,2020-02-27,836513,77402,836513,Feb
860,MAJNU BHAI KI SAFETY,2020-02-25,782312,61714,782312,Feb
861,MERE PAPA DESH CHALATE HAI !!!,2020-02-24,775933,56950,775933,Feb
862,2 MARKS SE FAIL HOGAYA !!!,2020-02-22,741696,57468,741696,Feb
863,SHUT UP AND BOUNCE !!!!,2020-02-19,1001092,73805,1001092,Feb
864,DOST KI DUKAAN KO FRIDGE NAHI SAMAJTEY !!!,2020-02-18,1296276,82099,1296276,Feb
865,EASY 1000 KM IN ONE GO !!,2020-02-16,1020459,79940,1020459,Feb
866,WE TOOK OUR TIGERS TO THE SAND,2020-02-15,770758,58388,770758,Feb
867,I WAS CHASED BY A BULL WHILE I WAS ON MY TIGER !!!!,2020-02-14,1024320,73915,1024320,Feb
868,TRIUMPH MAI JAKE BIKE BECH DAALI !!!,2020-02-13,910188,62894,910188,Feb
869,FINALLY !! TOOK THE ECSTASY OUT TO SURPRISE MY FRIEND,2020-02-12,1011425,75563,1011425,Feb
870,GOT THE BEST ELECTRIC SCOOTER FOR INDIA,2020-02-10,1520217,89742,1520217,Feb
871,KAHANI MAI BOHAT BADA TWIST AGAYA !!!,2020-02-09,837651,57012,837651,Feb
872,I FINALLY COLOURED MY HAIR AND I AM CONFUSED,2020-02-08,1100603,76003,1100603,Feb
873,SOMEONE TRIED TO SCAM ME ..,2020-02-07,711122,56862,711122,Feb
874,CAMERA ALLOWED NAHI THA !!,2020-02-05,690550,72281,690550,Feb
875,"""SPONSORSHIP"" MIL GAYI NAKLI WALI !!!",2020-02-03,702233,58310,702233,Feb
876,GOT IT AFTER A YEAR !!!,2020-02-01,895520,63021,895520,Feb
877,MY ACCIDENT WITH A RICKSHAW IN MUMBAI,2020-01-31,915729,76601,915729,Jan
878,WHY MY MOM SOLD MY AUDI !!!!,2020-01-30,1144625,76704,1144625,Jan
879,HOW WAS MY RELATIONSHIP WITH MY FATHER ? Q&A,2020-01-28,558817,54825,558817,Jan
880,KUCH BADA KARNEY KI TAIYARI !!! 🤔,2020-01-27,625176,54086,625176,Jan
881,REACTING TO HATE COMMENTS ON MY MUSIC VIDEO !!!,2020-01-25,691471,57455,691471,Jan
882,SOMEONE MADE A FUNNY MEME ABOUT ME,2020-01-23,798397,53017,798397,Jan
883,EKDUM SE KAMAAL HOGAYA !!!,2020-01-22,749505,56932,749505,Jan
884,LIFELINE : Ravneet Singh x Mumbiker Nikhil (Official Music Video) Latest Songs 2020,2020-01-20,1582449,135629,1582449,Jan
885,SOMETHING IS TERRIBLY WRONG !!!,2020-01-19,779687,53806,779687,Jan
886,YEH THO HONA HI THAA !!!,2020-01-17,720486,51586,720486,Jan
887,POORI GUJRATI THAALI KHANI PADHI... BUT MAZA AGAYA !!,2020-01-15,888343,58144,888343,Jan
888,THIS IS WHERE PRIME MINISTER OF INDIA STAYS IN KUTCH.,2020-01-14,696176,60999,696176,Jan
889,PERMISSION NAHI MILI ✋ 🛑,2020-01-13,816835,56413,816835,Jan
890,LAST MOMENT PLAN CHANGE !!!,2020-01-12,819219,60504,819219,Jan
891,BIGGEST CAMERA FAIR IN INDIA,2020-01-10,674041,52175,674041,Jan
892,NEW FAMILY MEMBER AND A GIFT FROM SONY,2020-01-09,749719,55420,749719,Jan
893,THIS BAG IS SO UNLUCKY,2020-01-07,907938,67920,907938,Jan
894,CHOR KI CHORI SABKE SAMNEY PAKDI GAYI,2020-01-06,978970,64465,978970,Jan
895,SOMEONE WAS SMOKING AT THE PETROL PUMP !!,2020-01-04,937342,74225,937342,Jan
896,THE ROCKY BALBOA STAIRS !!!,2020-01-03,756783,57769,756783,Jan
897,My “TESLA” Experience!  SHOULD I BUY IT ?,2020-01-02,1815341,117538,1815341,Jan
898,WELCOME 2020 AT TIME SQUARE BALL DROP | NEW YORK,2020-01-01,1035333,75041,1035333,Jan
899,KAHANI ANJALI KI !!!,2019-12-31,781285,90234,781285,Dec
900,THINGS ARE COMPLICATED !!!,2019-12-30,789961,61991,789961,Dec
901,SHOCKED TO SEE WHAT SELFIES ARE THEY TAKING !!,2019-12-29,864618,60291,864618,Dec
902,THE JOKERS STAIRS !!!,2019-12-28,1079916,79001,1079916,Dec
903,MAXED OUT MY CREDIT CARD AT THE APPLE STORE !!!,2019-12-27,1793742,101012,1793742,Dec
904,STARTED PAINING VERY BAD THAT WE ALMOST CALLED 911,2019-12-26,1183346,82524,1183346,Dec
905,A PROMISE I MADE TO MYSELF IN NEW YORK 10 YEARS BACK,2019-12-25,1445419,92127,1445419,Dec
906,SHE LOST HER PASSPORT BEFORE THE TRIP,2019-12-24,869003,67551,869003,Dec
907,DIVORCE AND TATTOO,2019-12-23,1230294,78979,1230294,Dec
908,BIKE KA PETROL HUA KHATAM !!!,2019-12-22,768043,59362,768043,Dec
909,YOUTUBE SENT ME A MYSTERY BOX JUST BEFORE MY TRIP,2019-12-21,933230,70072,933230,Dec
910,WORTH SPENDING SO MUCH MONEY ON THIS ?,2019-12-20,821874,59854,821874,Dec
911,THIS IS WHAT I BELIEVE,2019-12-18,662427,69519,662427,Dec
912,"MUSIC VIDEO UPDATE , 2019 REWIND | MUMBIKER NIKHIL",2019-12-17,756819,87972,756819,Dec
913,HAD TO SHARE THIS !!!,2019-12-15,735191,61698,735191,Dec
914,YEH GAADI CHALTI BHI HAI ?,2019-12-14,709986,59388,709986,Dec
915,AIRPORT SE PHIR LIYA RICKSHAW,2019-12-12,656406,61338,656406,Dec
916,SO WHAT EXACTLY HAPPENED IN LAST 2 DAYS ?,2019-12-11,718256,58006,718256,Dec
917,NO ONE CAN HACK YOUR ACCOUNT WITH THIS,2019-12-08,803730,75807,803730,Dec
918,YOUTUBE INDIA KI YEAR END PARTY KI MASTI !!,2019-12-07,1467338,124264,1467338,Dec
919,LET’S UNBOX THIS BEAST !!!,2019-12-05,1043211,77307,1043211,Dec
920,TIME TO PACK THE BAG AGAIN !!!,2019-12-04,717584,64565,717584,Dec
921,"""ITEM BIKE PE BAITEGI KYA ? ""BOLA SHANICE KO",2019-12-02,1318529,103032,1318529,Dec
922,GOOGLE MATA KI JAI !!! BACHA LIYAA,2019-11-30,804664,68606,804664,Nov
923,ABBA HARMONIUM  BAJATEY HAI !!!,2019-11-29,966279,68038,966279,Nov
924,WE GOT LOST AND CAME TO A DEAD END !!!,2019-11-28,1045549,70126,1045549,Nov
925,TAKING MY MOM ON A SURPRISE TRIP,2019-11-27,998469,79102,998469,Nov
926,THE JUGAAD TO SCARE PEOPLE NICELY :P,2019-11-26,858154,63368,858154,Nov
927,TRYING TO CONVINCE MY MOM AND SAYING NO TO HER DECISION,2019-11-25,841041,61578,841041,Nov
928,HER NAME IS ANABELLE,2019-11-23,820313,68548,820313,Nov
929,GETTING MARRIED ON INTERNATIONAL MEN'S DAY,2019-11-20,923002,78465,923002,Nov
930,MERE PAISE BACH GAYE !! THANK YOU SONY,2019-11-18,774494,55333,774494,Nov
931,RICKSHAWALEY KI OPEN DADAGIRI,2019-11-17,2591673,169857,2591673,Nov
932,I SHOULD BE VERY CAREFUL NOW !!,2019-11-15,974081,58732,974081,Nov
933,"I WON THE ""VLOGGER OF THE YEAR"" 2019",2019-11-13,1201043,87878,1201043,Nov
934,Rs 2 LAKH FINE FOR BREAKING A SIGNAL ?,2019-11-12,851142,55209,851142,Nov
935,BEING STINGY IN THE RICHEST COUNTRY IN THE WORLD !!!,2019-11-10,879925,59337,879925,Nov
936,MERE DHOKEBAAZ DOST !!!!,2019-11-09,1098956,65178,1098956,Nov
937,CAREFUL !! DOING THIS AT THE DUNES,2019-11-07,1056830,72515,1056830,Nov
938,JOINING QATAR AGAIN WITH THE GANG !!,2019-11-06,1907754,79356,1907754,Nov
939,THE MOST SPECIAL BIRTHDAY PARTY EVER !!!,2019-11-04,1086214,114894,1086214,Nov
940,WE TRIED BUT FAILED,2019-11-03,781456,59097,781456,Nov
941,FINAL DECISION SURGERY OR NO SURGERY ?,2019-11-02,934266,75470,934266,Nov
942,DO I STILL LOOK THE SAME ??,2019-11-01,750740,65192,750740,Nov
943,SMALL MODIFICATIONS FOR MY CAR,2019-10-30,1220619,67482,1220619,Oct
944,MY DIWALI WENT SO PERFECT !!!,2019-10-28,1257231,77610,1257231,Oct
945,GOT A NEW CAR FOR MY MOM !!!,2019-10-26,2065043,111617,2065043,Oct
946,MOVIE KE LIYE  AUDITION DIYA KYA ?,2019-10-25,606106,48172,606106,Oct
947,FIRST TO GET MY HANDS ON  IN INDIA,2019-10-24,750033,51715,750033,Oct
948,STAGE PE MACHA DALA BOSS,2019-10-22,1289663,93763,1289663,Oct
949,ARRAY !!! Yeh kya bol diya ?,2019-10-20,616712,50183,616712,Oct
950,AT THE BACKSTAGE OF THE BIGGEST,2019-10-19,610680,48400,610680,Oct
951,IS THE PERFORMANCE  CANCELLED ?,2019-10-17,719262,53145,719262,Oct
952,EFFECT OF SOCIAL MEDIA ON US | PODCAST !!,2019-10-15,680823,67910,680823,Oct
953,MY CRAZY SHOE COLLECTION :D,2019-10-14,1410820,99365,1410820,Oct
954,EXACTLY 10 YEARS AGO !!!,2019-10-13,760136,58575,760136,Oct
955,CHANGE THE WAY YOU LOOK AT THINGS,2019-10-11,746662,62690,746662,Oct
956,BEWARE : IT CAN HAPPEN TO YOU,2019-10-10,695597,57680,695597,Oct
957,GETTING THIS FOR SOMETHING SPECIAL,2019-10-08,836137,62104,836137,Oct
958,PROUD MOMENT WATCHING THE GAME LIVE,2019-10-06,753078,58001,753078,Oct
959,IPHONE 11 PRO MAX SCREEN CRACKED,2019-10-03,1324412,78980,1324412,Oct
960,VERY DIFFICULT TO FIND,2019-10-02,790750,55720,790750,Oct
961,MY SHOULDER IS SERIOUSLY INJURED,2019-09-30,726894,53922,726894,Sep
962,SOMEONE GAVE ME A IPHONE 11 PRO MAX,2019-09-28,1750373,121289,1750373,Sep
963,ITS A PACK UP FOR NOW !!,2019-09-26,728312,69978,728312,Sep
964,WASAP WITH NO VLOGS ?,2019-09-24,622504,53247,622504,Sep
965,COULD NOT GET THE BMW CAUSE I HAD TO FIX MY SONY,2019-09-22,819953,60158,819953,Sep
966,HUM PHIR MILEY WITH THE IPHONE 11,2019-09-21,1180126,87532,1180126,Sep
967,ALMOST GOT FINED BY TRAFFIC POLICE IN DELHI,2019-09-20,963549,66138,963549,Sep
968,IN THE CITY BEAUTIFUL,2019-09-18,857988,64120,857988,Sep
969,HUM MILEY TO SAY GOOD BYE !!!!,2019-09-15,1222280,90763,1222280,Sep
970,ALONE IN TOKYO | MISSED MY MUMBAI FLIGHT ?,2019-09-14,1210294,75809,1210294,Sep
971,THANK YOU YOUTUBE FOR,2019-09-13,1311523,100578,1311523,Sep
972,DANCE OFF CHALLENGE WITH THE GANG,2019-09-12,2708076,126193,2708076,Sep
973,"LETS GO "" TOKYO "" FOR YT creator summit 2019",2019-09-11,2587517,124369,2587517,Sep
974,EKDUM DAD JAISAA End Mai,2019-09-09,726967,57807,726967,Sep
975,I PICKED THE WRONG DAY,2019-09-08,754844,55812,754844,Sep
976,SAW A NEW HOUSE WITH SACRED GAME ENDING SCENE VIEW,2019-09-06,737455,52722,737455,Sep
977,HOW MUCH  MONEY CAN A YOUTUBER MAKE,2019-09-04,1188478,91499,1188478,Sep
978,BRACE YOURSELF | THE CONTROVERSY IS COMING,2019-09-02,1074816,69105,1074816,Sep
979,MUMBAI DESTROYING AAREY | CAN WE STOP IT ?,2019-08-31,649501,52626,649501,Aug
980,MARVEL SENT ME THIS ..,2019-08-29,676166,62287,676166,Aug
981,SPEAKING UP ABOUT MY FIGHT WITH SHANICE,2019-08-28,777892,91797,777892,Aug
982,MUMBAI KA STRUGGLE,2019-08-27,641780,55109,641780,Aug
983,I AM DONE WITH YOUR LIES,2019-08-25,838434,79665,838434,Aug
984,MY NEW ELECTRIC BIKE !!!,2019-08-23,789621,74712,789621,Aug
985,KADVA SACH !!!,2019-08-22,685197,72321,685197,Aug
986,GOOD NEWS TURNS BAD NEWS,2019-08-20,804992,60430,804992,Aug
987,MAKING A HOME LIKE THIS IN MUMBAI,2019-08-18,1082102,66142,1082102,Aug
988,OUR BOAT WAS STUCK IN A CURRENT,2019-08-17,624467,53275,624467,Aug
989,"WISHING MY MOM "" HAPPY BIRTHDAY """,2019-08-16,696203,62092,696203,Aug
990,900th VLOG LATER......,2019-08-15,810577,58386,810577,Aug
991,SOMEONE STOLE MY ...,2019-08-14,954959,67124,954959,Aug
992,TIME TO PLAY THE GAME !!!,2019-08-12,754070,59351,754070,Aug
993,HISTORY WAS MADE IN CANADA,2019-08-11,1131243,93633,1131243,Aug
994,MADE A MEME WITH WWE SUPERSTAR,2019-08-10,1885236,137430,1885236,Aug
995,FIRST TIME IN CANADA,2019-08-09,2231118,104826,2231118,Aug
996,HANGING OUT WITH JOHN ABRAHAM,2019-08-08,2906035,248693,2906035,Aug
997,THEY GAVE ME THE CHAMPIONSHIP TITLE,2019-08-07,695746,84992,695746,Aug
998,I WAS SUPPOSE TO BE IN SRI LANKA !!,2019-08-06,689981,65340,689981,Aug
999,THE MAGIC STICK,2019-08-04,868753,82348,868753,Aug
1000,MY NEW AUDI S5,2019-08-03,2020861,122973,2020861,Aug
1001,"MUMBAI, BOLLYWOOD AUR MAHARAJ KA STATUE",2019-08-01,867972,70849,867972,Aug
1002,HER BIRTHDAY 🎁 SURPRISE,2019-07-31,1533241,114795,1533241,Jul
1003,CAN YOU GUESS THE HINT ?,2019-07-28,766909,68658,766909,Jul
1004,LETS MAKE THE CHANGE,2019-07-27,700202,80236,700202,Jul
1005,JUST FOR A SURPRISE,2019-07-25,856843,93682,856843,Jul
1006,JUNIOR NIKHIL KAB AYEGA ?,2019-07-23,820713,64200,820713,Jul
1007,MOVING OUT ...,2019-07-22,733804,67742,733804,Jul
1008,IF YOUTUBERS COULD ONLY ....,2019-07-19,854899,88377,854899,Jul
1009,ASSAM NEEDS YOUR HELP,2019-07-18,613476,62956,613476,Jul
1010,STILL CANT AFFORD THIS HOUSE,2019-07-16,1027601,75974,1027601,Jul
1011,WE OVERLOADED THE SCOOTER,2019-07-14,893458,57982,893458,Jul
1012,DELHI TO MUMBAI A NEW RECORD .,2019-07-13,1326741,89682,1326741,Jul
1013,MY AUDI WAS HIT AND ...,2019-07-11,1089302,82117,1089302,Jul
1014,THE MOST DANGEROUS PASS - ROTANG PASS,2019-07-09,3104135,148869,3104135,Jul
1015,ZERO DEGREE and WE DID IT,2019-07-07,1042235,79684,1042235,Jul
1016,DANCING AT KHARDUNG LA,2019-07-06,993497,87330,993497,Jul
1017,LEH IS HOTTER THAN MUMBAI,2019-07-04,967718,83920,967718,Jul
1018,MY CLOSE CALL AT ZOJILLA PASS,2019-07-03,1740633,90053,1740633,Jul
1019,MISSION KASHMIR WAS SHOT HERE !!!,2019-07-02,787742,78939,787742,Jul
1020,NOT MY GIRLFRIEND BUT...,2019-07-01,933129,87492,933129,Jul
1021,I STAYED IN SALMAN KHAN'S COTTAGE,2019-06-30,1063015,87228,1063015,Jun
1022,SOMETHING NEW IN KASHMIR,2019-06-29,855650,79347,855650,Jun
1023,WAHH MODI JI WAHH !!!,2019-06-27,992712,79111,992712,Jun
1024,LONG LOST PROMISE,2019-06-26,931662,71716,931662,Jun
1025,MY DRONE GOT LOST THEN THIS HAPPENED !!,2019-06-25,867421,67070,867421,Jun
1026,ON A ROAD TRIP !!,2019-06-24,1408393,82605,1408393,Jun
1027,WE WON THE AWARD TOGETHER,2019-06-22,759821,85765,759821,Jun
1028,PANGA MAT LENA..THEY ARE MY FRIENDS NOW,2019-06-21,938227,73897,938227,Jun
1029,HIS REACTION WAS EPIC,2019-06-19,765466,75204,765466,Jun
1030,HOSPITAL JANA PADA..,2019-06-18,657685,50935,657685,Jun
1031,WE CHEATED TOGETHER !!!,2019-06-16,1073682,70670,1073682,Jun
1032,I TRIED HIJAMA AND...,2019-06-14,1222613,78078,1222613,Jun
1033,HOW WE GOT A BUSINESS CLASS IN ECONOMY,2019-06-13,866565,59485,866565,Jun
1034,VIEW FROM THE TOP .,2019-06-10,1004817,95155,1004817,Jun
1035,MY NEW BUSINESS,2019-06-09,991524,70875,991524,Jun
1036,SPENT ALL MY MONEY ON THIS....,2019-06-08,958030,72519,958030,Jun
1037,SLOW MOTION MAI ....,2019-06-06,825985,71361,825985,Jun
1038,EID MUBARAK FROM TURKEY,2019-06-05,1512394,102379,1512394,Jun
1039,MY KHILJI LOOK !!!,2019-06-04,970250,89674,970250,Jun
1040,FIRST TIME IN TURKEY FOR EIDD !!,2019-06-03,1103981,84121,1103981,Jun
1041,AND WE ARE TRAVELLING TO ...,2019-06-02,1018435,105061,1018435,Jun
1042,GIVEAWAY & GODZILLA,2019-06-01,753479,58362,753479,Jun
1043,JCB KI KHUDAI AUR MERI LADAI,2019-05-30,1298372,85810,1298372,May
1044,A GOOD CHANGE IN PLAN,2019-05-28,634424,61897,634424,May
1045,ONLY 3 IN INDIA,2019-05-26,1628905,97185,1628905,May
1046,AN AWESOME PHOTOSHOOT WITH THESE GUYS,2019-05-25,1265805,89854,1265805,May
1047,MY FIRST TIME EXPERIENCE,2019-05-23,1089866,65382,1089866,May
1048,OUR PRIVATE VILLA,2019-05-22,1009646,71677,1009646,May
1049,DID THIS AT THE AIRPORT,2019-05-21,752026,72382,752026,May
1050,EXPOSED MYSELF,2019-05-20,618429,67748,618429,May
1051,I RAN  OUT OF MONEY,2019-05-19,984766,62816,984766,May
1052,GIVING AWAY MY DRONE TO ..,2019-05-17,769822,66452,769822,May
1053,BEST AND THE WORST !!,2019-05-15,796930,85494,796930,May
1054,I WAS NOT SUPPOSED TO VLOG,2019-05-13,953195,74037,953195,May
1055,TRAIN RIDE WITHOUT PERMISSION !!!,2019-05-11,908184,73676,908184,May
1056,I THINK OUR ROOM IS HAUNTED,2019-05-10,1073317,69548,1073317,May
1057,I MADE THEM DO THIS ...,2019-05-09,990839,77321,990839,May
1058,PYAAR KI BOOTY - OOTY,2019-05-08,1232835,80947,1232835,May
1059,AUDI VS TIGER,2019-05-07,1196715,87199,1196715,May
1060,BACK TO QATAR AIRWAYS !!!,2019-05-05,1510707,100818,1510707,May
1061,SHE DECIDED TO TRIM MY BEARD,2019-05-04,1161218,87882,1161218,May
1062,THE LEGAL JUGAAD !!!,2019-05-03,747646,67313,747646,May
1063,POWER OF SOCIAL MEDIA OR NOT,2019-05-02,717060,62173,717060,May
1064,WHOM DID I VOTE FOR ?,2019-04-30,660510,51490,660510,Apr
1065,FAMOUS MOVIES WERE SHOT HERE,2019-04-29,732055,52126,732055,Apr
1066,HOW THANOS SHOULD HAVE USED THE STONES,2019-04-27,756544,59771,756544,Apr
1067,WATCHING LIKE A BOSS,2019-04-26,1005469,71530,1005469,Apr
1068,EVERY YOUTUBER'S PROBLEM SOLVED,2019-04-25,709124,67715,709124,Apr
1069,THE JUGAAD THAT FIXED MY ...,2019-04-24,690038,57750,690038,Apr
1070,HOW TO HAVE A PERFECT HAIRSTYLE,2019-04-23,753198,66268,753198,Apr
1071,SOMEONE SENT ME A BIG BOX,2019-04-22,1223522,101783,1223522,Apr
1072,SHAADI KA SURPRISE !!!,2019-04-21,1679821,94005,1679821,Apr
1073,IS TIKTOK REALLY BANNED ??,2019-04-20,991043,66001,991043,Apr
1074,BIGGEST VESSEL IN NEW YORK,2019-04-19,751766,47586,751766,Apr
1075,"WE DANCED AT THE "" VENUE """,2019-04-18,3690978,127127,3690978,Apr
1076,BEST PASSENGER AIRCRAFT EVER !!!,2019-04-17,1662967,76896,1662967,Apr
1077,HERE WE GO ... AGAIN !!!,2019-04-16,1004446,55399,1004446,Apr
1078,MY LIMITED EDITION MACBOOK PRO,2019-04-15,1599123,65681,1599123,Apr
1079,MAKE IT SEXY AND CRINGY ???,2019-04-14,821014,54076,821014,Apr
1080,THIS IS WHERE I FELL IN LOVE WITH YT,2019-04-13,876023,46895,876023,Apr
1081,COMING VERY SOON !!,2019-04-11,778673,52090,778673,Apr
1082,YOUTUBE MUSIC LAUNCH PARTY,2019-04-09,1067239,75578,1067239,Apr
1083,SHOULD WE CRASH INTO YTFF DELHI ?,2019-04-07,744956,61127,744956,Apr
1084,SUMMER IS GETTING HOTTER,2019-04-06,912357,57863,912357,Apr
1085,THE NEW DRONE | MAVIC 2 PRO,2019-04-04,830274,55626,830274,Apr
1086,OUR APRIL FOOL PLAN FAILED !!,2019-04-03,874745,53830,874745,Apr
1087,HOW DID THIS COLLAB HAPPEN,2019-04-01,1040912,52192,1040912,Apr
1088,YOUTUBE FANFEST 2019 STAGE WAS ON FIRE,2019-03-31,1793609,115606,1793609,Mar
1089,A SECRET BEHIND THE SCENE OF YTFF 2019,2019-03-30,1564224,88563,1564224,Mar
1090,YOUTUBE FANFEST PARTY 2019,2019-03-29,2765208,128093,2765208,Mar
1091,HE DISAPPOINTED ME !!,2019-03-28,728374,46545,728374,Mar
1092,MY AUDI GOT STUCK,2019-03-27,894605,54672,894605,Mar
1093,MOST EXPENSIVE GIFT,2019-03-26,881741,54579,881741,Mar
1094,PUBLIC NE BANAYA HAI BOSS !!,2019-03-25,662214,47616,662214,Mar
1095,PUBG BANNED IN INDIA ? GOOD OR BAD,2019-03-23,689459,51120,689459,Mar
1096,I DROPPED IT IN WATER,2019-03-22,580685,33272,580685,Mar
1097,STUCK VERY BADLY & HELPLESS 😔,2019-03-20,701764,42591,701764,Mar
1098,BACK TO MUMBAI & A NEW LIFE,2019-03-18,898030,73920,898030,Mar
1099,THANK YOU !!,2019-03-16,542562,38488,542562,Mar
1100,"""MARRY ME "" ( nice try )",2019-03-15,691085,38821,691085,Mar
1101,AAP LOGO KI DUAA KAAM AYI,2019-03-14,639478,42804,639478,Mar
1102,TSUNAMI HAZARD ZONE !!!! ⚠️,2019-03-13,742656,39781,742656,Mar
1103,AN UNEXPECTED TRAIN RIDE,2019-03-11,1369164,68842,1369164,Mar
1104,"THE ""SAN ANDREAS "" BUILDING",2019-03-10,690753,55096,690753,Mar
1105,SURPRISE IS REVEALED,2019-03-08,653738,61496,653738,Mar
1106,DIRECTOR'S CUT VLOG,2019-03-07,698478,49196,698478,Mar
1107,I WENT TO HOGWARTS | HOLLYWOOD,2019-03-06,903999,67924,903999,Mar
1108,ALMOST HOSPITALIZED BUT MADE IT TO LOS ANGELES,2019-03-05,853034,54533,853034,Mar
1109,HOME SICK IN VEGAS,2019-03-03,703071,65967,703071,Mar
1110,VERY VERY GRAND,2019-03-02,822110,59086,822110,Mar
1111,MUST HAVE SEEN IN A HOLLYWOOD MOVIE ?,2019-03-01,752153,54758,752153,Mar
1112,ROAD TRIP TO VEGAS,2019-02-28,886792,61015,886792,Feb
1113,MAXED OUT MY CREDIT CARD ?,2019-02-27,796385,67498,796385,Feb
1114,"WE TOOK AN ""OXYGEN THERAPY""",2019-02-26,784257,67443,784257,Feb
1115,BEST PLACE TO SHOP IN CALIFORNIA,2019-02-25,989880,56700,989880,Feb
1116,ALMOST FROZE MY CAMERA AT LAKE TAHOE,2019-02-24,858409,78436,858409,Feb
1117,WALKED THE GOLDEN GATE BRIDGE,2019-02-23,876408,61977,876408,Feb
1118,THE REAL SAN FRANCISCO,2019-02-22,1041818,98200,1041818,Feb
1119,WORLDS SMALLEST COMPUTER,2019-02-21,1159561,72818,1159561,Feb
1120,LOST MY CAMERA & REACHED SAN FRANCISCO,2019-02-20,1150748,88789,1150748,Feb
1121,GOING FOR THE LONGEST FLIGHT,2019-02-19,1263806,70291,1263806,Feb
1122,WE ALMOST GOT CAUGHT LIKE THIS,2019-02-18,914451,59438,914451,Feb
1123,TERA BHAI MUMBAIKER,2019-02-17,2993402,261217,2993402,Feb
1124,BHOT HARD BHOTT HARD,2019-02-15,849649,51768,849649,Feb
1125,FOR YOUR LOVED ONES,2019-02-13,660418,57607,660418,Feb
1126,WE SHOULD USE IT MORE OFTEN,2019-02-11,730359,68878,730359,Feb
1127,RUNNING FOR PRIME MINISTER,2019-02-09,1266759,58211,1266759,Feb
1128,RELATIONSHIP STATUS,2019-02-08,650626,59000,650626,Feb
1129,HARDWORK OR PR ?,2019-02-05,638032,41550,638032,Feb
1130,MY CUSTOM MADE SHOES,2019-02-04,789989,47745,789989,Feb
1131,GOING ON-STAGE IN BANGALORE !!,2019-02-03,770854,67041,770854,Feb
1132,WRONG DAY WRONG FLIGHT,2019-02-01,717116,46593,717116,Feb
1133,CAN YOU RAP FOR ME ?,2019-01-30,935603,56804,935603,Jan
1134,BANTAI BACHI BAMAI ....,2019-01-29,1060950,67314,1060950,Jan
1135,HE WAS UNDER SERIOUS PRESSURE,2019-01-28,1020750,60601,1020750,Jan
1136,I DUBBED THEIR WEDDING,2019-01-27,1013153,82970,1013153,Jan
1137,Porsche GT4 for MYSELF,2019-01-25,808684,59202,808684,Jan
1138,BUYING GOLD FOR MY MOM,2019-01-22,986536,87855,986536,Jan
1139,ITS NOT WHAT YOU THINK !!,2019-01-21,660168,69250,660168,Jan
1140,10 YEARS DOWN THE LINE,2019-01-20,721341,63386,721341,Jan
1141,A PARKING FULL OF ROLLS ROYCE,2019-01-19,977770,58901,977770,Jan
1142,HEAVY SAND STORM !!!,2019-01-18,760924,53092,760924,Jan
1143,MY OLD HOUSE IN DOHA,2019-01-17,878622,75632,878622,Jan
